Datum,Nederbördsmängd,Kvalitet
2014-05-05,0.0,G
2014-05-06,0.0,G
2014-05-07,10.8,G
2014-05-08,0.6,G
2014-05-09,5.6,G
2014-05-10,2.3,G
2014-05-11,4.2,G
2014-05-12,0.0,G
2014-05-13,0.0,G
2014-05-14,0.0,G
2014-05-15,0.0,G
2014-05-16,0.0,G
2014-05-17,0.0,G
2014-05-18,0.0,G
2014-05-19,5.0,G
2014-05-20,0.0,G
2014-05-21,0.0,G
2014-05-22,0.0,G
2014-05-23,0.0,G
2014-05-24,0.0,G
2014-05-25,0.0,G
2014-05-26,0.0,G
2014-05-27,0.0,G
2014-05-28,0.0,G
2014-05-29,0.2,G
2014-05-30,0.0,G
2014-05-31,3.1,G
2014-06-01,0.0,G
2014-06-02,0.0,G
2014-06-03,8.4,G
2014-06-04,0.1,G
2014-06-05,0.0,G
2014-06-06,1.1,G
2014-06-07,0.0,G
2014-06-08,8.1,G
2014-06-09,0.0,G
2014-06-10,0.0,G
2014-06-11,2.4,G
2014-06-12,4.0,G
2014-06-13,0.0,G
2014-06-14,0.0,G
2014-06-15,0.0,G
2014-06-16,0.0,G
2014-06-17,2.2,G
2014-06-18,0.0,G
2014-06-19,10.4,G
2014-06-20,0.5,G
2014-06-21,0.0,G
2014-06-22,7.8,G
2014-06-23,9.3,G
2014-06-24,0.0,G
2014-06-25,0.0,G
2014-06-26,0.0,G
2014-06-27,0.0,G
2014-06-28,6.3,G
2014-06-29,0.0,G
2014-06-30,0.0,G
2014-07-01,0.0,G
2014-07-02,0.0,G
2014-07-03,1.8,G
2014-07-04,0.0,G
2014-07-05,0.0,G
2014-07-06,0.0,G
2014-07-07,0.0,G
2014-07-08,0.0,G
2014-07-09,0.0,G
2014-07-10,0.0,G
2014-07-11,0.0,G
2014-07-12,0.0,G
2014-07-13,0.0,G
2014-07-14,9.5,G
2014-07-15,2.2,G
2014-07-16,0.0,G
2014-07-17,0.0,G
2014-07-18,0.0,G
2014-07-19,0.0,G
2014-07-20,0.0,G
2014-07-21,0.0,G
2014-07-22,0.0,G
2014-07-23,0.0,G
2014-07-24,0.0,G
2014-07-25,0.0,G
2014-07-26,0.0,G
2014-07-27,2.4,G
2014-07-28,0.0,G
2014-07-29,0.0,G
2014-07-30,22.0,G
2014-07-31,0.0,G
2014-08-01,0.0,G
2014-08-02,26.6,G
2014-08-03,0.0,G
2014-08-04,0.0,G
2014-08-05,0.0,G
2014-08-06,9.3,G
2014-08-07,0.0,G
2014-08-08,0.0,G
2014-08-09,6.0,G
2014-08-10,0.0,G
2014-08-11,4.5,G
2014-08-12,0.0,G
2014-08-13,0.0,G
2014-08-14,0.0,G
2014-08-15,1.0,G
2014-08-16,0.0,G
2014-08-17,5.0,G
2014-08-18,2.0,G
2014-08-19,0.0,G
2014-08-20,0.0,G
2014-08-21,0.0,G
2014-08-22,0.0,G
2014-08-23,0.3,G
2014-08-24,0.0,G
2014-08-25,3.8,G
2014-08-26,19.5,G
2014-08-27,0.0,G
2014-08-28,0.0,G
2014-08-29,0.0,G
2014-08-30,0.0,G
2014-08-31,0.0,G
2014-09-01,0.0,G
2014-09-02,0.0,G
2014-09-03,0.0,G
2014-09-04,0.0,G
2014-09-05,0.0,G
2014-09-06,0.0,G
2014-09-07,0.0,G
2014-09-08,4.7,G
2014-09-09,0.0,G
2014-09-10,0.0,G
2014-09-11,0.0,G
2014-09-12,0.0,G
2014-09-13,0.0,G
2014-09-14,0.0,G
2014-09-15,0.0,G
2014-09-16,0.0,G
2014-09-17,0.0,G
2014-09-18,0.0,G
2014-09-19,0.0,G
2014-09-20,0.0,G
2014-09-21,43.3,G
2014-09-22,7.5,G
2014-09-23,3.4,G
2014-09-24,6.7,G
2014-09-25,1.2,G
2014-09-26,0.0,G
2014-09-27,0.0,G
2014-09-28,0.0,G
2014-09-29,0.0,G
2014-09-30,0.0,G
2014-10-01,0.0,G
2014-10-02,0.6,G
2014-10-03,0.0,G
2014-10-04,0.0,G
2014-10-05,0.0,G
2014-10-06,4.1,G
2014-10-07,20.1,G
2014-10-08,1.9,G
2014-10-09,0.0,G
2014-10-10,0.0,G
2014-10-11,0.0,G
2014-10-12,5.6,G
2014-10-13,0.0,G
2014-10-14,0.0,G
2014-10-15,1.2,G
2014-10-16,0.0,G
2014-10-17,0.0,G
2014-10-18,7.1,G
2014-10-19,3.0,G
2014-10-20,0.0,G
2014-10-21,0.0,G
2014-10-22,0.0,G
2014-10-23,0.0,G
2014-10-24,1.2,G
2014-10-25,0.8,G
2014-10-26,0.0,G
2014-10-27,0.8,G
2014-10-28,0.0,G
2014-10-29,0.0,G
2014-10-30,0.0,G
2014-10-31,0.0,G
2014-11-01,2.0,G
2014-11-02,0.0,G
2014-11-03,0.0,G
2014-11-04,0.2,G
2014-11-05,1.7,G
2014-11-06,11.3,G
2014-11-07,0.0,G
2014-11-08,1.8,G
2014-11-09,0.0,G
2014-11-10,6.0,G
2014-11-11,0.0,G
2014-11-12,0.0,G
2014-11-13,0.0,G
2014-11-14,0.0,G
2014-11-15,0.0,G
2014-11-16,0.0,G
2014-11-17,0.0,G
2014-11-18,0.0,G
2014-11-19,0.0,G
2014-11-20,0.0,G
2014-11-21,5.8,G
2014-11-22,0.0,G
2014-11-23,0.0,G
2014-11-24,0.0,G
2014-11-25,0.0,G
2014-11-26,0.0,G
2014-11-27,0.0,G
2014-11-28,0.0,G
2014-11-29,0.4,G
2014-11-30,0.0,G
2014-12-01,0.0,G
2014-12-02,0.0,G
2014-12-03,0.0,G
2014-12-04,0.0,G
2014-12-05,8.6,G
2014-12-06,0.0,G
2014-12-07,1.8,G
2014-12-08,0.0,G
2014-12-09,1.0,G
2014-12-10,4.2,G
2014-12-11,2.0,G
2014-12-12,8.0,G
2014-12-13,0.0,G
2014-12-14,0.0,G
2014-12-15,0.0,G
2014-12-16,0.0,G
2014-12-17,0.0,G
2014-12-18,6.8,G
2014-12-19,0.0,G
2014-12-20,0.0,G
2014-12-21,1.8,G
2014-12-22,0.3,G
2014-12-23,0.0,G
2014-12-24,1.0,G
2014-12-25,0.0,G
2014-12-26,0.0,G
2014-12-27,0.0,G
2014-12-28,0.0,G
2014-12-29,3.0,G
2014-12-30,0.0,G
2014-12-31,0.0,G
